127,"SELECT st.agency_id, st.id, st.trip_id, st.stop_sequence, e.intercept_time - h.seconds(#, #, &&&) FROM m.estimate e, m.stop_time st WHERE st.trip_id =  @@@ AND st.stop_id = &&& AND e.stop_time_id = st.id AND e.estimate_source =  @@@ AND st.agency_id = # AND e.agency_id = st.agency_id; "
2016-12-11 05:00:00,4
2016-12-11 05:02:00,4
2016-12-11 05:05:00,5
2016-12-11 05:07:00,6
2016-12-11 05:11:00,5
2016-12-11 05:13:00,5
2016-12-11 05:16:00,6
2016-12-11 05:19:00,6
2016-12-11 05:21:00,5
2016-12-11 05:24:00,5
2016-12-11 05:26:00,6
2016-12-11 05:29:00,6
2016-12-11 05:32:00,6
2016-12-11 05:34:00,7
2016-12-11 05:37:00,7
2016-12-11 05:39:00,7
2016-12-11 05:42:00,7
2016-12-11 05:45:00,7
2016-12-11 05:47:00,8
2016-12-11 05:50:00,7
2016-12-11 05:53:00,8
