3,"select a.agency_id, a.agency_id_id, agency_name, agency_phone, ra.agency_lat, ra.agency_lon from m.agency a, m.region_agency ra where a.region_id=$# and a.agency_id_id = ra.agency_id_id and a.valid_now = # order by agency_id"
2016-12-19 00:56:00,1
2016-12-19 03:26:00,1
2016-12-19 05:26:00,1
