1,"SELECT c.tableoid, c.oid, c.relname, c.relacl, c.relkind, c.relnamespace, (SELECT rolname FROM pg_catalog.pg_roles WHERE oid = c.relowner) AS rolname, c.relchecks, c.relhastriggers, c.relhasindex, c.relhasrules, c.relhasoids, c.relfrozenxid, c.relminmxid, tc.oid AS toid, tc.relfrozenxid AS tfrozenxid, tc.relminmxid AS tminmxid, c.relpersistence, c.relispopulated, c.relreplident, c.relpages, CASE WHEN c.reloftype <> # THEN c.reloftype::pg_catalog.regtype ELSE NULL END AS reloftype, d.refobjid AS owning_tab, d.refobjsubid AS owning_col, (SELECT spcname FROM pg_tablespace t WHERE t.oid = c.reltablespace) AS reltablespace, array_to_string(array_remove(array_remove(c.reloptions, @@@), @@@),  @@@) AS reloptions, CASE WHEN  @@@ = ANY (c.reloptions) THEN  @@@::text WHEN  @@@ = ANY (c.reloptions) THEN  @@@::text ELSE NULL END AS checkoption, array_to_string(array(SELECT  @@@ || x FROM unnest(tc.reloptions) x),  @@@) AS toast_reloptions FROM pg_class c LEFT JOIN pg_depend d ON (c.relkind =  @@@ AND d.classid = c.tableoid AND d.objid = c.oid AND d.objsubid = # AND d.refclassid = c.tableoid AND d.deptype =  @@@) LEFT JOIN pg_class tc ON (c.reltoastrelid = tc.oid) WHERE c.relkind in ( @@@,  @@@,  @@@,  @@@,  @@@,  @@@) ORDER BY c.oid"
2017-01-25 00:10:00,1
