1,"SELECT nm.id AS message_id, nm.message, nm.timestamp, nm.category, nm.like_count, nm.dislike_count, nm.comment_count, na.id AS attachment_id, a.id AS user_id,  a.firstname AS first_name, a.lastname AS last_name, a.neighborhood AS user_neighborhood  FROM dv.notes_message nm LEFT JOIN dv.account a  ON nm.user_id = a.id LEFT JOIN dv.notes_attachment na  ON nm.id = na.message_id  WHERE nm.deleted IS NULL AND nm.agency_id IN (SELECT agency_id FROM m.agency WHERE agency_id_id IN (SELECT agency_id_id FROM m.agency WHERE agency_id = $#))  AND a.verified IS NOT NULL  AND nm.category::text = $#  AND nm.reply_to=$#  ORDER BY timestamp DESC  LIMIT $# "
2017-01-06 01:31:00,1
