1,"select nm.trip_id,nm.id AS message_id, nm.message, nm.timestamp, nm.category,a.firstname AS first_name, a.lastname AS last_name from dv.notes_message nm, dv.account a, (SELECT dv.trip_id, MAX(dv.timestamp) AS maximum FROM dv.notes_message dv WHERE dv.agency_id IN (select a.agency_id from m.agency a, m.agency b where a.agency_id_id=b.agency_id_id and b.agency_id=$#) AND dv.trip_id IN ( @@@, @@@, @@@, @@@, @@@, @@@, @@@, @@@, @@@, @@@, @@@, @@@, @@@, @@@, @@@, @@@, @@@, @@@, @@@, @@@, @@@, @@@, @@@)AND dv.category= @@@ GROUP BY dv.trip_id) as nmmax WHERE nm.deleted IS NULL AND a.id=nm.user_id AND nm.trip_id= nmmax.trip_id AND nm.timestamp = nmmax.maximum AND nm.agency_id IN (select a.agency_id from m.agency a, m.agency b where a.agency_id_id=b.agency_id_id and b.agency_id=$#)"
2017-01-06 01:30:00,1
