8,SELECT a.agency_timezone FROM m.agency a WHERE a.agency_id = $# 
2016-12-14 00:08:00,1
2016-12-14 00:11:00,1
2016-12-14 00:25:00,1
2016-12-14 00:44:00,1
2016-12-14 01:24:00,1
2016-12-14 01:30:00,1
2016-12-14 02:55:00,1
2016-12-14 03:15:00,1
