1,"INSERT INTO m.stop_view_log (device_id, agency_id, stop_id, favorite, stamp) VALUES ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#)"
2016-12-30 01:10:00,1
