1,"INSERT INTO m.status (agency_id, schedulecount, historicalcount, realtimecount, recordcount, usecount, recordpoint, usepoint, pointcategory, restricted, recordingtime, session_id, device_id, os_version, old_id, app_version, ad_category, voice_over)VALUES ($#, #, #, #, #, #, #, #, #, false, #, #, $#, $#, $#, $#, $#, $# )"
2017-01-11 04:19:00,1
