1,"INSERT INTO m.trace  (agency_id, session_id, user_id, trace_lat, trace_lon,   trip_id, fullness, trace_time_hour, trace_time_minute,   trace_time_second, origin_id, destination_id,   trace_date, total_points, current_points,   vertical_accuracy, horizontal_accuracy,   heading, heading_accuracy,   raw_heading_x, raw_heading_y, raw_heading_z,   rotation_roll, rotation_pitch, rotation_yaw,   acceleration_x, acceleration_y, acceleration_z,   device_id, route_short_name, route_long_name,   session_record_counter, source) VALUES ($#,$#,$#,$#,$#,$#,$#,$#,$#,$#,$#,$#,date($#),$#,$#,$#,$#,$#,$#,$#,$#,$#,$#,$#,$#,$#,$#,$#,$#,$#,$#,$#,$#)"
2016-12-05 04:19:00,1
