1,"INSERT INTO m.stop_view_log (device_id, agency_id, stop_id, favorite, stamp) VALUES ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#), ($#,$#,$#,$#,$#)"
2016-12-31 04:18:00,1
