3,"select a.agency_id, a.agency_id_id, agency_name, agency_phone, ra.agency_lat, ra.agency_lon from m.agency a, m.region_agency ra where a.region_id=$# and a.agency_id_id = ra.agency_id_id and a.valid_now = # order by agency_id"
2017-01-03 02:26:00,1
2017-01-03 03:10:00,1
2017-01-03 05:26:00,1
