131,"SELECT st.agency_id, st.id, st.trip_id, st.stop_sequence, e.intercept_time - h.seconds(#, #, &&&) FROM m.estimate e, m.stop_time st WHERE st.trip_id =  @@@ AND st.stop_id = &&& AND e.stop_time_id = st.id AND e.estimate_source =  @@@ AND st.agency_id = # AND e.agency_id = st.agency_id; "
2016-12-17 05:00:00,5
2016-12-17 05:02:00,5
2016-12-17 05:05:00,6
2016-12-17 05:07:00,7
2016-12-17 05:10:00,6
2016-12-17 05:13:00,6
2016-12-17 05:15:00,8
2016-12-17 05:18:00,7
2016-12-17 05:21:00,7
2016-12-17 05:23:00,7
2016-12-17 05:26:00,8
2016-12-17 05:28:00,7
2016-12-17 05:31:00,8
2016-12-17 05:34:00,8
2016-12-17 05:36:00,9
2016-12-17 05:39:00,9
2016-12-17 05:42:00,9
2016-12-17 05:44:00,9
