140,"SELECT st.agency_id, st.id, st.trip_id, st.stop_sequence, e.intercept_time - h.seconds(#, #, &&&) FROM m.estimate e, m.stop_time st WHERE st.trip_id =  @@@ AND st.stop_id = &&& AND e.stop_time_id = st.id AND e.estimate_source =  @@@ AND st.agency_id = # AND e.agency_id = st.agency_id; "
2016-11-29 21:14:00,23
2016-11-29 21:17:00,24
2016-11-29 21:19:00,25
2016-11-29 21:22:00,24
2016-11-29 21:25:00,21
2016-11-29 21:28:00,23
