6,SELECT DISTINCT agency_timezone FROM m.agency WHERE agency_id = $#
2016-11-29 21:13:00,1
2016-11-29 21:21:00,1
2016-11-29 21:22:00,1
2016-11-29 21:25:00,1
2016-11-29 21:27:00,1
2016-11-29 21:29:00,1
