1,"selected)>= @@@time @@@($#) and  @@@time @@@(time_selected)<= @@@time @@@($#) AND h.distance(latitude, longitude, $#, $#) <=$#group by stop_id ORDER BY freq DESC LIMIT #"
2016-12-07 01:25:00,1
